date,area,fuel_type,total_energy_produced,day_peak,evening_peak,Demand,Supply,total_fuel_cost,apparent_temperature_mean (°C),total_fuel_quantity,district,fuel,temperature_class,season
2021-02-28,Barisal,Gas,364671379,560,670,6749,6749,66152781.9,22.125,525022078.6,7,0,1,winter
2021-02-28,Chattogram,HFO,322694318,780,876,25542,25542,2227326312,21.48571429,35924617.94,2,2,1,winter
2021-02-28,Dhaka,HSD,39585655,879,1374,6044,6044,2550736.32,15.3,31884.204,1,3,1,winter
2021-02-28,Mymensingh,Solar,212508348,447,512,22677,22677,5395690,20.51428571,385406.4286,4,5,1,winter
2021-02-28,Chattogram,Gas,322694318,780,876,25542,25542,65575407.6,21.48571429,520439742.9,2,0,1,winter
2021-02-28,Cumilla,HFO,559483376,989,1023,21819,21819,107995322.8,21.19285714,1741860.045,3,2,1,winter
2021-02-28,Khulna,Gas,258031422,622,731,31252,31252,225278625.6,22.08571429,1787925600,6,0,1,winter
2021-02-28,Dhaka,HFO,800375955,1889,2154,87107,87107,1107226781,20.94642857,17858496.47,1,2,1,winter
2021-02-28,Chattogram,Solar,322694318,780,876,25542,25542,31706611.65,21.48571429,2264757.975,2,5,1,winter
2021-02-28,Rajshahi,Gas/HSD,242175716,710,931,18579,18579,154480294,22.37894737,1716447.711,8,4,1,winter
2021-02-28,Barisal,HFO,364671379,560,670,6749,6749,50889947.84,22.125,820805.6103,7,2,1,winter
2021-02-28,Cumilla,Gas,559483376,989,1023,21819,21819,509049559.7,21.19285714,4040075871,3,0,1,winter
2021-02-28,Rangpur,Coal,140540775,337,293,18327,18327,562504402,19.475,48630103.05,9,1,1,winter
2021-03-31,Rangpur,HSD,82398022,278,283,10652,10652,35130150,26.02666667,439126.875,9,3,2,fall
2021-03-31,Rangpur,Solar,180933311,392,369,21751,21751,12641686.2,25.2483871,902977.5857,9,5,2,fall
2021-03-31,Mymensingh,HFO,270815940,444,578,28203,28203,1144219661,26.81290323,18455155.82,4,2,2,fall
2021-03-31,Cumilla,HSD,239145531,1315,1568,8970,8970,58734305.28,29.7375,734178.816,3,3,2,fall
2021-03-31,Chattogram,Solar,388916855,764,991,35883,35883,36388982.7,28.81935484,2599213.05,2,5,2,fall
2021-03-31,Mymensingh,Gas,270815940,444,578,28203,28203,99428296.8,26.81290323,789113466.7,4,0,2,fall
2021-03-31,Rajshahi,HSD,124348696,835,1194,9091,9091,37315534.41,29.68571429,466444.1801,8,3,2,fall
2021-03-31,Khulna,Gas,316510139,597,683,41772,41772,241783617.6,30.51290323,1918917600,6,0,0,summer
2021-03-31,Rangpur,HFO,180933311,392,369,21751,21751,411262617.6,25.2483871,6633268.026,9,2,2,fall
2021-03-31,Cumilla,HFO,823496304,1315,1568,32022,32022,410218932.3,28.71935484,6616434.392,3,2,2,fall
2021-03-31,Barisal,Gas,458410728,651,889,9110,9110,114563554.4,30.31935484,909234558.7,7,0,0,summer
2021-03-31,Mymensingh,Solar,270815940,444,578,28203,28203,6240510,26.81290323,445750.7143,4,5,2,fall
2021-03-31,Dhaka,Gas,1176042942,2128,2358,122176,122176,1064471478,28.81290323,8448186330,1,0,2,fall
2021-03-31,Barisal,HFO,458410728,651,889,9110,9110,119787525.1,30.31935484,1932056.857,7,2,0,summer
2021-03-31,Rajshahi,Gas/HSD,442598439,835,1194,36214,36214,269952894.1,27.8483871,2999476.601,8,4,2,fall
2021-03-31,Cumilla,Gas,823496304,1315,1568,32022,32022,766972182.9,28.71935484,6087080817,3,0,2,fall
2021-03-31,Rangpur,Coal,180933311,392,369,21751,21751,688511705.2,25.2483871,59523792.27,9,1,2,fall
2021-03-31,Barisal,Coal,458410728,651,889,9110,9110,1607037642,30.31935484,138932968.1,7,1,0,summer
2021-03-31,Dhaka,HSD,455865875,2070,2358,46767,46767,77718171.52,29.89090909,971477.144,1,3,0,summer
2021-03-31,Rajshahi,Gas,442598439,835,1194,36214,36214,37259116.88,27.8483871,295707276.8,8,0,2,fall
2021-03-31,Khulna,HFO,316510139,597,683,41772,41772,745017477.9,30.51290323,12016410.93,6,2,0,summer
2021-03-31,Khulna,HSD,259894075,597,683,32881,32881,126827402.9,31.12916667,1585342.537,6,3,0,summer
2021-03-31,Sylhet,Gas,693006296,1150,1116,12236,12236,867875810.7,25.2483871,6887903259,5,0,2,fall
2021-03-31,Dhaka,HFO,1176042942,2128,2358,122176,122176,1896507379,28.81290323,30588828.69,1,2,2,fall
2021-03-31,Chattogram,HFO,388916855,764,991,35883,35883,2401070218,28.81935484,38726939,2,2,2,fall
2021-03-31,Chattogram,Gas,388916855,764,991,35883,35883,153964641.3,28.81935484,1221941597,2,0,2,fall
2021-03-31,Rajshahi,HFO,442598439,835,1194,36214,36214,1269922537,27.8483871,20482621.57,8,2,2,fall
2021-04-30,Rajshahi,Gas,455909009,826,1260,38406,38369,42945081.9,32.47241379,340833983.3,8,0,0,summer
2021-04-30,Rajshahi,HSD,189196248,826,1260,13593,13556,81783076.41,33.85,1022288.455,8,3,0,summer
2021-04-30,Chattogram,Gas,356715724,723,819,37434,37434,82747504.64,32.8,656726227.3,2,0,0,summer
2021-04-30,Dhaka,HSD,549539672,2102,2305,69604,69559,143682550.9,33.85,1796031.886,1,3,0,summer
2021-04-30,Khulna,HFO,348427575,573,778,45360,45305,1048529955,33.93103448,16911773.47,6,2,0,summer
2021-04-30,Barisal,Coal,612873487,720,928,10446,10446,2083285914,33.68275862,180105983.7,7,1,0,summer
2021-04-30,Barisal,Gas,612873487,720,928,10446,10446,155431808.7,33.68275862,1233585783,7,0,0,summer
2021-04-30,Dhaka,Gas,994281952,2102,2305,121352,121307,816809125.3,32.92758621,6482612105,1,0,0,summer
2021-04-30,Cumilla,Gas,858089638,1383,1680,35649,35609,721692236.3,32.8137931,5727716161,3,0,0,summer
2021-04-30,Khulna,Gas,348427575,573,778,45360,45305,224960198.4,33.93103448,1785398400,6,0,0,summer
2021-04-30,Cumilla,HSD,531890311,1383,1680,21529,21489,187770804.5,33.48823529,2347135.056,3,3,0,summer
2021-04-30,Dhaka,HFO,994281952,2102,2305,121352,121307,2238118596,32.92758621,36098687.04,1,2,0,summer
2021-04-30,Sylhet,Gas,735173732,1221,1238,13873,13873,937885856.2,29.98965517,7443538541,5,0,0,summer
2021-04-30,Khulna,HSD,348427575,573,778,45360,45305,331719745.1,33.93103448,4146496.814,6,3,0,summer
2021-04-30,Rangpur,Coal,195903847,421,344,21377,21323,765184843.7,29.98965517,66152402.84,9,1,0,summer
2021-04-30,Barisal,HFO,612873487,720,928,10446,10446,240132541.4,33.68275862,3873105.507,7,2,0,summer
2021-04-30,Chattogram,HFO,356715724,723,819,37434,37434,2593789237,32.8,41835310.28,2,2,0,summer
2021-04-30,Rajshahi,Gas/HSD,439987312,826,1260,35771,35734,230977154.4,32.59259259,2566412.827,8,4,0,summer
2021-04-30,Rangpur,Solar,190283627,421,344,20623,20569,12221344.2,30.025,872953.1571,9,5,0,summer
2021-04-30,Rangpur,HSD,56743732,336,344,7347,7347,6560370,28.25,82004.625,9,3,2,fall
2021-04-30,Mymensingh,Gas,288736040,475,594,29964,29920,111310939.2,31.5862069,883420152.4,4,0,0,summer
2021-04-30,Mymensingh,HFO,288736040,475,594,29964,29920,1295934658,31.5862069,20902171.9,4,2,0,summer
2021-04-30,Cumilla,HFO,858089638,1383,1680,35649,35609,1038213700,32.8137931,16745382.26,3,2,0,summer
2021-04-30,Chattogram,Solar,356715724,723,819,37434,37434,37406889.45,32.8,2671920.675,2,5,0,summer
2021-04-30,Rangpur,HFO,195903847,421,344,21377,21323,442670131.2,29.98965517,7139840.826,9,2,0,summer
2021-04-30,Mymensingh,Solar,288736040,475,594,29964,29920,5956778,31.5862069,425484.1429,4,5,0,summer
2021-04-30,Rajshahi,HFO,455909009,826,1260,38406,38369,1718937891,32.47241379,27724804.7,8,2,0,summer
2021-05-31,Mymensingh,Gas,246511700,420,519,27212,27212,124404016.8,32.42580645,987333466.7,4,0,0,summer
2021-05-31,Dhaka,HSD,259128847,1790,2061,30547,30547,106426996.7,35.74285714,1330337.459,1,3,0,summer
2021-05-31,Dhaka,HFO,1020847455,1790,2061,116880,116880,1468060922,33.84193548,23678401.98,1,2,0,summer
2021-05-31,Rajshahi,HFO,412415644,786,1228,35317,35317,1124848562,33.46451613,18142718.75,8,2,0,summer
2021-05-31,Mymensingh,Solar,246511700,420,519,27212,27212,5870702,32.42580645,419335.8571,4,5,0,summer
2021-05-31,Khulna,HSD,272844702,533,809,34713,34713,212448096,34.85652174,2655601.2,6,3,0,summer
2021-05-31,Rajshahi,Gas,412415644,786,1228,35317,35317,29704361.57,33.46451613,235748901.3,8,0,0,summer
2021-05-31,Khulna,HFO,341397820,533,809,44635,44635,810685963.1,34.22258065,13075580.05,6,2,0,summer
2021-05-31,Mymensingh,HFO,246511700,420,519,27212,27212,1036282714,32.42580645,16714237.32,4,2,0,summer
2021-05-31,Dhaka,Gas,1020847455,1790,2061,116880,116880,951012691.2,33.84193548,7547719772,1,0,0,summer
2021-05-31,Rajshahi,HSD,76480954,786,1228,5030,5030,50384028.24,35.925,629800.353,8,3,0,summer
2021-05-31,Khulna,Gas,341397820,533,809,44635,44635,250752801.6,34.22258065,1990101600,6,0,0,summer
2021-05-31,Rajshahi,Gas/HSD,412415644,786,1228,35317,35317,263981322,33.46451613,2933125.8,8,4,0,summer
2021-05-31,Cumilla,HSD,222247066,1440,1593,8369,8369,142456164.5,35.74285714,1780702.056,3,3,0,summer
2021-05-31,Chattogram,Gas,383781515,710,816,37906,37906,132782637.1,34.14193548,1053830453,2,0,0,summer
2021-05-31,Rangpur,HSD,39269671,275,333,5004,5004,5071050,32.58571429,63388.125,9,3,0,summer
2021-05-31,Barisal,Gas,523000833,773,915,11044,11044,181551559.8,34.22903226,1440885395,7,0,0,summer
2021-05-31,Sylhet,Gas,742617026,1149,1240,14135,14135,966071755.9,31.16451613,7667236158,5,0,0,summer
2021-05-31,Chattogram,Solar,383781515,710,816,37906,37906,41287455.09,34.14193548,2949103.935,2,5,0,summer
2021-05-31,Barisal,HFO,523000833,773,915,11044,11044,298881905,34.22903226,4820675.886,7,2,0,summer
2021-05-31,Rangpur,HFO,169754838,341,337,21308,21308,287911993.4,31.16451613,4643741.828,9,2,0,summer
2021-05-31,Rangpur,Coal,169754838,341,337,21308,21308,722472630.5,31.16451613,62459810.71,9,1,0,summer
2021-05-31,Cumilla,HFO,904944391,1440,1593,35832,35832,1062297183,34.07419355,17133825.53,3,2,0,summer
2021-05-31,Chattogram,HFO,383781515,710,816,37906,37906,2669897675,34.14193548,43062865.73,2,2,0,summer
2021-05-31,Barisal,Coal,523000833,773,915,11044,11044,1570573424,34.22903226,135780532.9,7,1,0,summer
2021-05-31,Rangpur,Solar,163336685,341,336,20684,20684,12310363,31.15333333,879311.6429,9,5,0,summer
2021-05-31,Cumilla,Gas,904944391,1440,1593,35832,35832,780365668.1,34.07419355,6193378318,3,0,0,summer
2021-06-30,Rangpur,HSD,31736696,270,280,4681,4681,8108100,34.01666667,101351.25,9,3,0,summer
2021-06-30,Barisal,HFO,231132810,527,709,5875,5875,30425101.76,33.32941176,490727.4477,7,2,0,summer
2021-06-30,Barisal,Coal,367434157,537,709,9103,9103,1261082375,33.07142857,109024152.8,7,1,0,summer
2021-06-30,Chattogram,Solar,410245243,780,910,33732,33732,20419682.85,31.57142857,1458548.775,2,5,0,summer
2021-06-30,Cumilla,HSD,377602277,1419,1589,13329,13329,98660177.28,32.41666667,1233252.216,3,3,0,summer
2021-06-30,Rajshahi,Gas/HSD,451020519,906,1251,34013,34013,245222562.4,34.08928571,2724695.138,8,4,0,summer
2021-06-30,Mymensingh,HFO,230800711,390,475,26077,26077,988856707.2,32.67857143,15949301.73,4,2,0,summer
2021-06-30,Dhaka,HFO,985464092,1888,2029,114103,114103,1672326939,32.63571429,26973015.15,1,2,0,summer
2021-06-30,Cumilla,HFO,867197783,1419,1589,30018,30018,1272791340,32.17857143,20528892.58,3,2,0,summer
2021-06-30,Mymensingh,Gas,230800711,390,475,26077,26077,103577391.2,32.67857143,822042787.3,4,0,0,summer
2021-06-30,Rajshahi,Gas,451020519,906,1251,34013,34013,60583125.19,34.08928571,480818453.9,8,0,0,summer
2021-06-30,Sylhet,Gas,656831542,1078,1095,13205,13205,874490540,33.31785714,6940401111,5,0,0,summer
2021-06-30,Cumilla,Gas,867197783,1419,1589,30018,30018,729673496.1,32.17857143,5791059493,3,0,0,summer
2021-06-30,Khulna,HFO,295077403,485,776,38508,38508,376609064.6,33.71071429,6074339.752,6,2,0,summer
2021-06-30,Rajshahi,HFO,451020519,906,1251,34013,34013,1526804022,34.08928571,24625871.33,8,2,0,summer
2021-06-30,Rangpur,Coal,147554691,273,280,20979,20979,560642632,33.31785714,48469147.75,9,1,0,summer
2021-06-30,Dhaka,HSD,384437214,1559,1849,50316,50316,117390467.9,32.65,1467380.849,1,3,0,summer
2021-06-30,Barisal,Gas,367434157,537,709,9103,9103,96532301.23,33.07142857,766129374.8,7,0,0,summer
2021-06-30,Chattogram,HFO,410245243,780,910,33732,33732,2806521240,31.57142857,45266471.61,2,2,0,summer
2021-06-30,Rajshahi,HSD,93893543,903,1251,6229,6229,31901948.82,33.06,398774.3603,8,3,0,summer
2021-06-30,Chattogram,Gas,410245243,780,910,33732,33732,169463939.1,31.57142857,1344951898,2,0,0,summer
2021-06-30,Mymensingh,Solar,230800711,390,475,26077,26077,4532554.94,32.67857143,323753.9243,4,5,0,summer
2021-06-30,Rangpur,HFO,147554691,273,280,20979,20979,333908462.2,33.31785714,5385620.357,9,2,0,summer
2021-06-30,Khulna,Gas,295077403,485,776,38508,38508,251217892.8,33.71071429,1993792800,6,0,0,summer
2021-06-30,Dhaka,Gas,985464092,1888,2029,114103,114103,894169152.5,32.63571429,7096580575,1,0,0,summer
2021-06-30,Khulna,HSD,269739993,485,776,34988,34988,321088924.8,33.76,4013611.56,6,3,0,summer
2021-06-30,Rangpur,Solar,147554691,273,280,20979,20979,9410732.5,33.31785714,672195.1786,9,5,0,summer
2021-07-31,Rajshahi,Gas/HSD,472474415,771,1118,39327,39327,269940489.4,34.51290323,2999338.771,8,4,0,summer
2021-07-31,Cumilla,HFO,911467669,1430,1721,35061,35061,1193983570,32.98387097,19257799.52,3,2,0,summer
2021-07-31,Rajshahi,HFO,472474415,771,1118,39327,39327,1516880051,34.51290323,24465807.28,8,2,0,summer
2021-07-31,Rangpur,HSD,12140651,320,338,1592,1592,970200,35.05,12127.5,9,3,0,summer
2021-07-31,Khulna,HFO,311721615,543,748,44774,44774,468639950.9,33.87419355,7558708.885,6,2,0,summer
2021-07-31,Cumilla,Gas,911467669,1430,1721,35061,35061,787475582.2,32.98387097,6249806208,3,0,0,summer
2021-07-31,Dhaka,HFO,1186813299,1955,2271,110667,110667,1227113633,33.46129032,19792155.37,1,2,0,summer
2021-07-31,Rangpur,Solar,173158845,320,339,24433,24433,11812604.7,34.28064516,843757.4786,9,5,0,summer
2021-07-31,Chattogram,Gas,372603473,688,865,33588,33588,252688481.7,32.22580645,2005464141,2,0,0,summer
2021-07-31,Rajshahi,Gas,472474415,771,1118,39327,39327,56402981.5,34.51290323,447642710.3,8,0,0,summer
2021-07-31,Chattogram,HFO,372603473,688,865,33588,33588,2073955305,32.22580645,33450892.01,2,2,0,summer
2021-07-31,Mymensingh,Gas,273949240,407,522,30763,30763,137254820.8,33.63225806,1089323975,4,0,0,summer
2021-07-31,Dhaka,Gas,1186813299,1955,2271,110667,110667,1130975055,33.46129032,8975992502,1,0,0,summer
2021-07-31,Khulna,Gas,309751823,543,748,42501,42501,247442324.9,34.04827586,1963827975,6,0,0,summer
2021-07-31,Sylhet,Gas,607725620,1062,1028,15003,15003,828083727.3,34.28064516,6572093074,5,0,0,summer
2021-07-31,Mymensingh,Solar,273949240,407,522,30763,30763,5174124,33.63225806,369580.2857,4,5,0,summer
2021-07-31,Barisal,HFO,122066853,470,668,3687,3687,20854855.68,34.32,336368.64,7,2,0,summer
2021-07-31,Chattogram,Solar,372603473,688,865,33588,33588,29309390.11,32.22580645,2093527.865,2,5,0,summer
2021-07-31,Rajshahi,HSD,147952021,771,1101,11064,11064,12856175.01,35.3,160702.1876,8,3,0,summer
2021-07-31,Rangpur,HFO,173158845,320,339,24433,24433,313685553,34.28064516,5059444.403,9,2,0,summer
2021-07-31,Dhaka,HSD,537611303,1955,2271,52173,52173,71761420.72,34.21538462,897017.759,1,3,0,summer
2021-07-31,Barisal,Coal,387981404,516,669,10742,10742,1362586199,33.60645161,117799446.6,7,1,0,summer
2021-07-31,Khulna,HSD,303939471,543,748,43584,43584,490030703.8,33.86333333,6125383.798,6,3,0,summer
2021-07-31,Rangpur,Coal,173158845,320,339,24433,24433,723924759.1,34.28064516,62585351.35,9,1,0,summer
2021-07-31,Barisal,Gas,387981404,516,669,10742,10742,101345488.9,33.60645161,804329276.7,7,0,0,summer
2021-07-31,Cumilla,HSD,321595601,1430,1721,11783,11783,71814314.88,34.32,897678.936,3,3,0,summer
2021-07-31,Mymensingh,HFO,273949240,407,522,30763,30763,1044084941,33.63225806,16840079.69,4,2,0,summer
2021-08-31,Rangpur,Coal,198037581,272,270,24745,24745,634857066,33.8483871,54885196.33,9,1,0,summer
2021-08-31,Dhaka,HFO,1369612255,2154,2304,126790,126790,2309800059,33.52258065,37254839.67,1,2,0,summer
2021-08-31,Mymensingh,Gas,264394990,450,501,29750,29750,99669086.4,33.78709677,791024495.2,4,0,0,summer
2021-08-31,Cumilla,Gas,958273092,1566,1631,35968,35968,798052983,32.95483871,6333753833,3,0,0,summer
2021-08-31,Barisal,Gas,455210366,622,826,11258,11258,121543351.4,33.71290323,964629772.8,7,0,0,summer
2021-08-31,Sylhet,Gas,751856233,1211,1218,14863,14863,967766199.8,33.8483871,7680684125,5,0,0,summer
2021-08-31,Khulna,HSD,331062364,518,790,47696,47696,496870519.3,33.91290323,6210881.492,6,3,0,summer
2021-08-31,Khulna,Gas,331062364,518,790,47696,47696,247968109.2,33.91290323,1968000867,6,0,0,summer
2021-08-31,Khulna,HFO,331062364,518,790,47696,47696,664472073.3,33.91290323,10717291.5,6,2,0,summer
2021-08-31,Dhaka,HSD,1118281058,2154,2304,104634,104634,405694230.5,33.532,5071177.881,1,3,0,summer
2021-08-31,Rajshahi,HFO,525449370,768,1164,39127,39127,1853843370,34.53225806,29900699.52,8,2,0,summer
2021-08-31,Mymensingh,Solar,255213550,450,501,28789,28789,4685563,33.75333333,334683.0714,4,5,0,summer
2021-08-31,Rajshahi,Gas,525449370,768,1164,39127,39127,35079025.19,34.53225806,278404961.8,8,0,0,summer
2021-08-31,Dhaka,Gas,1369612255,2154,2304,126790,126790,1184299770,33.52258065,9399204522,1,0,0,summer
2021-08-31,Rajshahi,HSD,307370827,768,1164,21623,21623,162968625.5,35.01764706,2037107.819,8,3,0,summer
2021-08-31,Rangpur,HSD,6232325,264,265,829,829,69300,33.9,866.25,9,3,0,summer
2021-08-31,Cumilla,HFO,958273092,1566,1631,35968,35968,1364587670,32.95483871,22009478.55,3,2,0,summer
2021-08-31,Rajshahi,Gas/HSD,525449370,768,1164,39127,39127,282468930.5,34.53225806,3138543.672,8,4,0,summer
2021-08-31,Cumilla,HSD,753779210,1566,1631,27855,27855,323923743.4,32.96666667,4049046.792,3,3,0,summer
2021-08-31,Mymensingh,HFO,264394990,450,501,29750,29750,1179819072,33.78709677,19029339.87,4,2,0,summer
2021-08-31,Barisal,HFO,30027114,490,703,731,731,2308669.44,32.45,37236.60387,7,2,0,summer
2021-08-31,Rangpur,HFO,198037581,272,270,24745,24745,511791454.3,33.8483871,8254700.876,9,2,0,summer
2021-08-31,Chattogram,Gas,592929368,968,1083,37438,37438,264517564,32.29032258,2099345746,2,0,0,summer
2021-08-31,Rangpur,Solar,186001160,272,270,23161,23161,165206052.7,33.88275862,11800432.34,9,5,0,summer
2021-08-31,Barisal,Coal,455210366,622,826,11258,11258,1573657399,33.71290323,136047151.3,7,1,0,summer
2021-08-31,Chattogram,HFO,592929368,968,1083,37438,37438,3731031738,32.29032258,60177931.26,2,2,0,summer
2021-08-31,Chattogram,Solar,592929368,968,1083,37438,37438,31239479.25,32.29032258,2231391.375,2,5,0,summer
2021-09-30,Rajshahi,Gas/HSD,442061473,751,1189,33028,33028,220529457.7,33.65769231,2450327.308,8,4,0,summer
2021-09-30,Chattogram,Solar,660981418,1084,1275,38011,38011,33055929.9,33.19333333,2361137.85,2,5,0,summer
2021-09-30,Rangpur,Coal,139256023,274,282,22453,22453,426493115.7,34.33,36871541.08,9,1,0,summer
2021-09-30,Khulna,HFO,409032611,705,838,44203,44203,592098937.6,33.12333333,9549982.865,6,2,0,summer
2021-09-30,Khulna,HSD,409032611,705,838,44203,44203,1668166853,33.12333333,20852085.67,6,3,0,summer
2021-09-30,Barisal,Coal,433532542,617,783,10687,10687,1502754509,33.47,129917395.1,7,1,0,summer
2021-09-30,Rangpur,HFO,139256023,274,282,22453,22453,491117402,34.33,7921248.419,9,2,0,summer
2021-09-30,Mymensingh,HFO,241585160,437,507,29725,29725,1002404006,34.43666667,16167806.55,4,2,0,summer
2021-09-30,Barisal,Gas,433532542,617,783,10687,10687,116919821.4,33.47,927935090.5,7,0,0,summer
2021-09-30,Cumilla,HSD,833608229,1509,1629,30497,30497,514562025.6,34.06923077,6432025.32,3,3,0,summer
2021-09-30,Dhaka,HSD,1158651716,2025,2255,119880,119880,609608257.3,34.01481481,7620103.216,1,3,0,summer
2021-09-30,Rangpur,HSD,6308891,253,282,800,800,3291750,36.3,41146.875,9,3,0,summer
2021-09-30,Rajshahi,HSD,344862396,751,1189,26994,26994,272488531.1,34.17619048,3406106.639,8,3,0,summer
2021-09-30,Rajshahi,HFO,487628181,751,1189,38162,38162,2020987002,34.00333333,32596564.54,8,2,0,summer
2021-09-30,Dhaka,HFO,1280701081,2025,2255,132431,132431,2088663286,33.86666667,33688117.51,1,2,0,summer
2021-09-30,Khulna,Gas,409032611,705,838,44203,44203,247747852.8,33.12333333,1966252800,6,0,0,summer
2021-09-30,Cumilla,HFO,953111704,1509,1629,35047,35047,1394303229,33.94,22488761.76,3,2,0,summer
2021-09-30,Barisal,HFO,110845168,616,783,2665,2665,3509940,34.41428571,56611.93548,7,2,0,summer
2021-09-30,Mymensingh,Gas,241585160,437,507,29725,29725,102944740.8,34.43666667,817021752.4,4,0,0,summer
2021-09-30,Rangpur,Solar,139256023,274,282,22453,22453,12992324.8,34.33,928023.2,9,5,0,summer
2021-09-30,Cumilla,Gas,953111704,1509,1629,35047,35047,752996600.6,33.94,5976163497,3,0,0,summer
2021-09-30,Rajshahi,Gas,487628181,751,1189,38162,38162,31852042.67,34.00333333,252793989.5,8,0,0,summer
2021-09-30,Mymensingh,Solar,241585160,437,507,29725,29725,5569436,34.43666667,397816.8571,4,5,0,summer
2021-09-30,Chattogram,Gas,660981418,1084,1275,38011,38011,215506027.3,33.19333333,1710365296,2,0,0,summer
2021-09-30,Dhaka,Gas,1280701081,2025,2255,132431,132431,1075958342,33.86666667,8539351918,1,0,0,summer
2021-09-30,Chattogram,HFO,660981418,1084,1275,38011,38011,4460301486,33.19333333,71940346.54,2,2,0,summer
2021-09-30,Sylhet,Gas,672681905,1093,1132,16371,16371,856150400.1,34.33,6794844445,5,0,0,summer
2021-10-31,Barisal,HFO,39266115,557,754,1417,1417,6430356.48,33.425,103715.4271,7,2,0,summer
2021-10-31,Rajshahi,Gas/HSD,467286107,811,1168,36552,36552,275735744.5,32.27741935,3063730.494,8,4,0,summer
2021-10-31,Dhaka,HSD,723991301,2122,2315,75611,75611,252781069.2,34.41764706,3159763.365,1,3,0,summer
2021-10-31,Khulna,HFO,368576283,692,811,43208,43208,488712036.1,32.53225806,7882452.195,6,2,0,summer
2021-10-31,Mymensingh,Solar,263924440,481,520,28395,28395,5849980,32.23548387,417855.7143,4,5,0,summer
2021-10-31,Chattogram,Solar,668765785,1174,1282,39296,39296,35740363.05,33.17419355,2552883.075,2,5,0,summer
2021-10-31,Chattogram,HFO,668765785,1174,1282,39296,39296,4443150264,33.17419355,71663713.94,2,2,0,summer
2021-10-31,Rangpur,HFO,146162088,201,195,20638,20638,678216884.1,31.31612903,10938982,9,2,0,summer
2021-10-31,Khulna,Gas,353392683,692,811,39387,39387,224352223.2,32.78571429,1780573200,6,0,0,summer
2021-10-31,Mymensingh,Gas,263924440,481,520,28395,28395,122379883.2,32.23548387,971268914.3,4,0,0,summer
2021-10-31,Cumilla,Gas,915372624,1392,1600,34393,34393,819539212.5,32.73548387,6504279464,3,0,0,summer
2021-10-31,Rangpur,Coal,146162088,201,195,20638,20638,348530448.3,31.31612903,30131447.08,9,1,0,summer
2021-10-31,Mymensingh,HFO,263924440,481,520,28395,28395,999847065.6,32.23548387,16126565.57,4,2,0,summer
2021-10-31,Rajshahi,HSD,146721390,811,1168,10783,10783,87037652.52,35.3125,1087970.657,8,3,0,summer
2021-10-31,Sylhet,Gas,695552887,1061,1087,15347,15347,914724522.5,31.31612903,7259718433,5,0,0,summer
2021-10-31,Rajshahi,HFO,467286107,811,1168,36552,36552,1436306972,32.27741935,23166241.48,8,2,0,summer
2021-10-31,Cumilla,HSD,519634460,1392,1600,19797,19797,224460149.8,34.48235294,2805751.872,3,3,0,summer
2021-10-31,Dhaka,Gas,1209496379,2122,2315,132310,132310,1041799645,32.65483871,8268251155,1,0,0,summer
2021-10-31,Barisal,Coal,418482651,585,754,10044,10044,1465282084,33.08064516,126677797.5,7,1,0,summer
2021-10-31,Rajshahi,Gas,467286107,811,1168,36552,36552,33346892.67,32.27741935,264657878.3,8,0,0,summer
2021-10-31,Dhaka,HFO,1209496379,2122,2315,132310,132310,2005640962,32.65483871,32349047.77,1,2,0,summer
2021-10-31,Rangpur,Solar,146162088,201,195,20638,20638,10647713.7,31.31612903,760550.9786,9,5,0,summer
2021-10-31,Barisal,Gas,418482651,585,754,10044,10044,108085366.7,33.08064516,857820370.6,7,0,0,summer
2021-10-31,Chattogram,Gas,668765785,1174,1282,39296,39296,216960745,33.17419355,1721910675,2,0,0,summer
2021-10-31,Khulna,HSD,368576283,692,811,43208,43208,1506723120,32.53225806,18834039,6,3,0,summer
2021-10-31,Cumilla,HFO,915372624,1392,1600,34393,34393,882461711.2,32.73548387,14233253.41,3,2,0,summer
2021-11-30,Barisal,Coal,314605518,448,553,7099,7099,1071479153,25.24137931,92632415.75,7,1,2,fall
2021-11-30,Cumilla,HFO,739103667,1292,1357,22603,22603,286568277.2,24.36896552,4622068.986,3,2,2,fall
2021-11-30,Chattogram,Solar,468465483,927,1129,34051,34051,39157057.8,26.11724138,2796932.7,2,5,2,fall
2021-11-30,Dhaka,HFO,897980279,1576,1692,101419,101419,865348410.7,24.20689655,13957232.43,1,2,2,fall
2021-11-30,Khulna,HSD,11595456,470,522,1111,1111,24814944,26.4,310186.8,6,3,2,fall
2021-11-30,Sylhet,Gas,628331852,1015,1019,10310,10310,815287993,22.45172414,6470539627,5,0,1,winter
2021-11-30,Chattogram,Gas,468465483,927,1129,34051,34051,170511370.4,26.11724138,1353264845,2,0,2,fall
2021-11-30,Mymensingh,Gas,163157490,335,394,20483,20483,112141470.4,23.95862069,890011669.8,4,0,2,fall
2021-11-30,Chattogram,HFO,468465483,927,1129,34051,34051,3013014730,26.11724138,48597011.77,2,2,2,fall
2021-11-30,Rajshahi,Gas,407675027,630,862,25097,25097,25844694.12,23.90689655,205116620,8,0,2,fall
2021-11-30,Rajshahi,Gas/HSD,407675027,630,862,25097,25097,321757170.6,23.90689655,3575079.673,8,4,2,fall
2021-11-30,Mymensingh,HFO,163157490,335,394,20483,20483,326768832,23.95862069,5270465.032,4,2,2,fall
